year,nzsioc,nzsioc_descriptor,variable,units,magnitude,source,data_value
2015,PP113,Tertiary education,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,30064.47
2016,PP113,Tertiary education,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,32.23
2016,PP113,Tertiary education,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,32231.85
2017,PP113,Tertiary education,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,31.06
2017,PP113,Tertiary education,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,31061.54
2018,PP113,Tertiary education,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,27.92
2018,PP113,Tertiary education,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,27921.84
2019,PP113,Tertiary education,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,31.85
2019,PP113,Tertiary education,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,31853.72
2020,PP113,Tertiary education,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,24.59
2020,PP113,Tertiary education,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,24586.65
2021,PP113,Tertiary education,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,22.16
2021,PP113,Tertiary education,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,22160.72
2022,PP113,Tertiary education,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,20.85
2022,PP113,Tertiary education,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,20850.16
2023,PP113,Tertiary education,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,17.54
2023,PP113,Tertiary education,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,17541.98
2007,PP114,"Adult, community and other education",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,25.98
2007,PP114,"Adult, community and other education",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,25983.03
2008,PP114,"Adult, community and other education",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,27.43
2008,PP114,"Adult, community and other education",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,27426.26
2009,PP114,"Adult, community and other education",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,26.85
2009,PP114,"Adult, community and other education",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,26845.84
2010,PP114,"Adult, community and other education",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,29.7
2010,PP114,"Adult, community and other education",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,29702.85
2011,PP114,"Adult, community and other education",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,28.86
2011,PP114,"Adult, community and other education",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,28863.71
2012,PP114,"Adult, community and other education",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,26.54
2012,PP114,"Adult, community and other education",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,26536.29
2013,PP114,"Adult, community and other education",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,23.51
2013,PP114,"Adult, community and other education",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,23505.81
2014,PP114,"Adult, community and other education",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,24.1
2014,PP114,"Adult, community and other education",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,24096.47
2015,PP114,"Adult, community and other education",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,23.9
2015,PP114,"Adult, community and other education",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,23902.85
2016,PP114,"Adult, community and other education",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,23.58
2016,PP114,"Adult, community and other education",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,23576.93
2017,PP114,"Adult, community and other education",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,23.12
2017,PP114,"Adult, community and other education",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,23121.98
2018,PP114,"Adult, community and other education",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,21.63
2018,PP114,"Adult, community and other education",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,21627.15
2019,PP114,"Adult, community and other education",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,23.12
2019,PP114,"Adult, community and other education",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,23117.82
2020,PP114,"Adult, community and other education",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,18.52
2020,PP114,"Adult, community and other education",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,18518.78
2021,PP114,"Adult, community and other education",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,17.08
2021,PP114,"Adult, community and other education",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,17083
2022,PP114,"Adult, community and other education",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,17.58
2022,PP114,"Adult, community and other education",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,17576.74
2023,PP114,"Adult, community and other education",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,15.81
2023,PP114,"Adult, community and other education",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,15812.54
2007,QQ111,Hospitals,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,172.28
2007,QQ111,Hospitals,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,172278.89
2008,QQ111,Hospitals,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,189.36
2008,QQ111,Hospitals,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,189359.54
2009,QQ111,Hospitals,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,174.37
2009,QQ111,Hospitals,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,174367.27
2010,QQ111,Hospitals,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,185.38
2010,QQ111,Hospitals,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,185380.9
2011,QQ111,Hospitals,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,175.43
2011,QQ111,Hospitals,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,175429.38
2012,QQ111,Hospitals,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,188.4
2012,QQ111,Hospitals,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,188396.47
2013,QQ111,Hospitals,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,180.97
2013,QQ111,Hospitals,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,180971.43
2014,QQ111,Hospitals,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,154.39
2014,QQ111,Hospitals,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,154385.58
2015,QQ111,Hospitals,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,154.02
2015,QQ111,Hospitals,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,154021.9
2016,QQ111,Hospitals,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,157.86
2016,QQ111,Hospitals,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,157858.56
2017,QQ111,Hospitals,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,155.2
2017,QQ111,Hospitals,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,155203.57
2018,QQ111,Hospitals,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,160.12
2018,QQ111,Hospitals,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,160115.77
2019,QQ111,Hospitals,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,170.68
2019,QQ111,Hospitals,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,170684.51
2020,QQ111,Hospitals,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,146.95
2020,QQ111,Hospitals,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,146950.99
2021,QQ111,Hospitals,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,154.75
2021,QQ111,Hospitals,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,154754.32
2022,QQ111,Hospitals,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,180.5
2022,QQ111,Hospitals,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,180496.87
2023,QQ111,Hospitals,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,181.59
2023,QQ111,Hospitals,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,181593.85
2007,QQ112,Medical and other health care services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,100.33
2007,QQ112,Medical and other health care services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,100329.39
2008,QQ112,Medical and other health care services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,123.64
2008,QQ112,Medical and other health care services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,123640.3
2009,QQ112,Medical and other health care services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,135.69
2009,QQ112,Medical and other health care services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,135686.17
2010,QQ112,Medical and other health care services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,136.55
2010,QQ112,Medical and other health care services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,136545.85
2011,QQ112,Medical and other health care services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,135.88
2011,QQ112,Medical and other health care services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,135879.24
2012,QQ112,Medical and other health care services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,137.13
2012,QQ112,Medical and other health care services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,137134.24
2013,QQ112,Medical and other health care services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,136.03
2013,QQ112,Medical and other health care services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,136031.08
2014,QQ112,Medical and other health care services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,140.65
2014,QQ112,Medical and other health care services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,140649.22
2015,QQ112,Medical and other health care services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,129.4
2015,QQ112,Medical and other health care services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,129396.46
2016,QQ112,Medical and other health care services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,124.3
2016,QQ112,Medical and other health care services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,124297.24
2017,QQ112,Medical and other health care services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,127.88
2017,QQ112,Medical and other health care services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,127883.87
2018,QQ112,Medical and other health care services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,105.35
2018,QQ112,Medical and other health care services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,105345.57
2019,QQ112,Medical and other health care services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,103.58
2019,QQ112,Medical and other health care services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,103584.17
2020,QQ112,Medical and other health care services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,114.77
2020,QQ112,Medical and other health care services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,114773.07
2021,QQ112,Medical and other health care services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,124.57
2021,QQ112,Medical and other health care services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,124570.01
2022,QQ112,Medical and other health care services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,115.36
2022,QQ112,Medical and other health care services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,115358.65
2023,QQ112,Medical and other health care services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,105.43
2023,QQ112,Medical and other health care services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,105431.49
2007,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,73.57
2007,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,73572.11
2008,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,76.89
2008,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,76890.32
2009,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,73.69
2009,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,73688.91
2010,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,76.75
2010,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,76747.06
2011,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,69.45
2011,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,69447.23
2012,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,69.25
2012,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,69250
2013,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,66.25
2013,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,66248.28
2014,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,63.77
2014,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,63772.06
2015,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,60.89
2015,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,60889.22
2016,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,64.72
2016,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,64715.51
2017,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,62.1
2017,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,62096.32
2018,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,73.31
2018,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,73308.91
2019,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,83.46
2019,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,83462.59
2020,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,72.66
2020,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,72662
2021,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,73.56
2021,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,73556.13
2022,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,72.06
2022,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,72058.08
2023,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,65.71
2023,QQ113,Residential care services and social assistance,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,65713.4
2007,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.82
2007,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,823.93
2008,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.95
2008,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,953.74
2009,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.02
2009,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1020.21
2010,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1
2010,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1002.64
2011,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.11
2011,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1112.51
2012,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.25
2012,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1251.75
2013,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.19
2013,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1188.4
2014,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.97
2014,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,972.67
2015,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.07
2015,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1071.29
2016,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.15
2016,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1152.74
2017,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.98
2017,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,984.93
2018,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.92
2018,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,923.89
2019,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.54
2019,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1544.84
2020,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.14
2020,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1141.33
2021,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.06
2021,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1059.39
2022,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.08
2022,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1083.97
2023,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.83
2023,RS111,Heritage and artistic activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,829.11
2007,RS112,Sport and recreation activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,53.55
2007,RS112,Sport and recreation activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,53552.78
2008,RS112,Sport and recreation activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,51.64
2008,RS112,Sport and recreation activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,51638.91
2009,RS112,Sport and recreation activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,44.27
2009,RS112,Sport and recreation activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,44271.5
2010,RS112,Sport and recreation activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,54.67
2010,RS112,Sport and recreation activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,54667.41
2011,RS112,Sport and recreation activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,59.68
2011,RS112,Sport and recreation activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,59679.88
2012,RS112,Sport and recreation activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,47.05
2012,RS112,Sport and recreation activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,47046.73
2013,RS112,Sport and recreation activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,47.67
2013,RS112,Sport and recreation activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,47670.63
2014,RS112,Sport and recreation activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,47.2
2014,RS112,Sport and recreation activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,47198.66
2015,RS112,Sport and recreation activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,47.7
2015,RS112,Sport and recreation activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,47697.27
2016,RS112,Sport and recreation activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,50.01
2016,RS112,Sport and recreation activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,50007.31
2017,RS112,Sport and recreation activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,52.74
2017,RS112,Sport and recreation activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,52739.35
2018,RS112,Sport and recreation activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,46.43
2018,RS112,Sport and recreation activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,46426.45
2019,RS112,Sport and recreation activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,69.54
2019,RS112,Sport and recreation activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,69535.67
2020,RS112,Sport and recreation activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,67.5
2020,RS112,Sport and recreation activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,67499.69
2021,RS112,Sport and recreation activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,65.69
2021,RS112,Sport and recreation activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,65692.25
2022,RS112,Sport and recreation activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,81.61
2022,RS112,Sport and recreation activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,81614.28
2023,RS112,Sport and recreation activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,65.29
2023,RS112,Sport and recreation activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,65286.63
2007,RS113,Gambling activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.74
2007,RS113,Gambling activities,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,737.95
2008,RS113,Gambling activities,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.87
